Date	Time	Severity	PID	TID	Function	Message
30-06-2025	22:05:13.737	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:05:13.739	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:05:13.741	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:05:13.743	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:05:13.745	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:05:13.747	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:05:13.749	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:05:13.752	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:05:13.754	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:05:13.756	 INFO	  2080	 18564	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:05:14.930	 INFO	 25612	 15648	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:05:14.937	 INFO	 25612	 15648	DllMain	"PROCESS ATTACHED"
30-06-2025	22:05:14.940	 INFO	 25612	 31896	LateInitialization	"Intialization..."
30-06-2025	22:05:14.941	 INFO	 25612	 31896	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:05:14.944	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:05:14.949	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:05:14.951	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:05:14.953	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:05:14.956	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:05:14.960	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:05:14.962	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:05:14.964	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:05:14.966	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:05:14.969	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:05:14.971	 INFO	 25612	 31896	LoadDisplayDevicesName	"\\.\DISPLAY11"
30-06-2025	22:05:15.053	 INFO	 30100	 28960	DllMain	"DLL_PROCESS_ATTACH 11:26:13 11.4.2516.10"
30-06-2025	22:05:15.059	 INFO	 30100	 28960	DllMain	"PROCESS ATTACHED"
30-06-2025	22:05:15.061	 INFO	 30100	  7416	LateInitialization	"Intialization..."
30-06-2025	22:05:15.062	 INFO	 30100	  7416	LoadDisplayDevicesName	"DisplayDevices : "
30-06-2025	22:05:15.065	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY1"
30-06-2025	22:05:15.068	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY2"
30-06-2025	22:05:15.070	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY3"
30-06-2025	22:05:15.072	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY4"
30-06-2025	22:05:15.074	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY5"
30-06-2025	22:05:15.076	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY6"
30-06-2025	22:05:15.078	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY7"
30-06-2025	22:05:15.080	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY8"
30-06-2025	22:05:15.083	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY9"
30-06-2025	22:05:15.085	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY10"
30-06-2025	22:05:15.086	 INFO	 30100	  7416	LoadDisplayDevicesName	"\\.\DISPLAY11"
